1,2.111,0.22995000000000002,1.947,0.28967
2,1.863,0.32828,1.791,0.35542999999999997
3,1.746,0.36524,1.7,0.38856999999999997
4,1.669,0.38889,1.627,0.40636000000000005
5,1.607,0.40976,1.578,0.42014
6,1.559,0.42981,1.539,0.43633000000000005
7,1.52,0.44255,1.499,0.4523
8,1.491,0.45253,1.477,0.44926
9,1.458,0.46492,1.446,0.47757
10,1.429,0.47879,1.415,0.47239
11,1.403,0.48967,1.387,0.48786
12,1.381,0.49717,1.358,0.49997
13,1.356,0.50747,1.343,0.50795
14,1.335,0.51794,1.329,0.51019
15,1.308,0.5281199999999999,1.296,0.53095
16,1.285,0.53787,1.276,0.53828
17,1.26,0.5465,1.262,0.5433100000000001
18,1.239,0.55378,1.229,0.5600200000000001
19,1.217,0.56174,1.203,0.56957
20,1.195,0.5724,1.187,0.57845
21,1.173,0.5802499999999999,1.172,0.58122
22,1.155,0.58755,1.174,0.57584
23,1.135,0.5951,1.151,0.58217
24,1.118,0.60436,1.122,0.5926100000000001
25,1.099,0.6088600000000001,1.101,0.59843
26,1.081,0.61548,1.085,0.60546
27,1.067,0.6204999999999999,1.108,0.59483
28,1.047,0.62636,1.065,0.63047
29,1.034,0.62936,1.034,0.62802
30,1.023,0.63485,1.057,0.61761
31,1.008,0.64089,1.034,0.63071
32,0.994,0.64727,1.007,0.64091
33,0.984,0.64997,1.036,0.63095
34,0.968,0.65582,0.992,0.64768
35,0.961,0.65704,0.993,0.6470699999999999
36,0.95,0.66357,1.0,0.64484
37,0.938,0.66672,0.962,0.66374
38,0.928,0.6700400000000001,0.972,0.6567400000000001
39,0.914,0.6778400000000001,0.959,0.6594
40,0.908,0.6779000000000001,0.923,0.6710699999999999
41,0.898,0.6812,0.988,0.65488
42,0.888,0.6857,0.942,0.66616
43,0.878,0.68867,0.913,0.67861
44,0.868,0.69072,0.949,0.66313
45,0.86,0.69443,0.938,0.6643399999999999
46,0.85,0.69982,0.873,0.6876000000000001
47,0.841,0.70258,0.909,0.6807899999999999
48,0.834,0.70544,0.88,0.69068
49,0.822,0.70781,0.91,0.68145
50,0.818,0.70989,0.905,0.6776399999999999
51,0.812,0.71231,0.886,0.68892
52,0.803,0.7128700000000001,0.889,0.68199
53,0.791,0.71951,0.853,0.70013
54,0.783,0.7216899999999999,0.864,0.6946800000000001
55,0.774,0.7249500000000001,0.824,0.7122499999999999
56,0.774,0.72682,0.824,0.7110299999999999
57,0.762,0.72954,0.858,0.6957800000000001
58,0.759,0.7313,0.811,0.71882
59,0.75,0.73434,0.819,0.7123999999999999
60,0.742,0.73771,0.81,0.71325
61,0.739,0.73993,0.809,0.71589
62,0.731,0.74253,0.799,0.7220099999999999
63,0.723,0.7444799999999999,0.803,0.71845
64,0.717,0.74411,0.794,0.7234
65,0.711,0.74941,0.797,0.71974
66,0.705,0.75251,0.809,0.7157399999999999
67,0.694,0.75468,0.811,0.71939
68,0.692,0.75661,0.775,0.72477
69,0.688,0.7573000000000001,0.768,0.72783
70,0.683,0.75958,0.775,0.72848
71,0.679,0.75971,0.759,0.72909
72,0.67,0.76539,0.789,0.72729
73,0.664,0.76447,0.753,0.73627
74,0.662,0.76802,0.751,0.73783
75,0.658,0.76986,0.801,0.7202200000000001
76,0.651,0.77255,0.805,0.72518
77,0.643,0.77449,0.718,0.7499800000000001
78,0.642,0.77359,0.731,0.74115
79,0.635,0.7746599999999999,0.723,0.75062
80,0.628,0.77917,0.707,0.7508
81,0.624,0.77878,0.702,0.7497
82,0.621,0.78201,0.726,0.74213
83,0.615,0.78479,0.729,0.74465
84,0.609,0.78744,0.71,0.74848
85,0.607,0.78646,0.699,0.75786
86,0.602,0.7898900000000001,0.71,0.75194
87,0.598,0.78967,0.687,0.7577200000000001
88,0.594,0.7914,0.694,0.75339
89,0.588,0.7945300000000001,0.67,0.7642100000000001
90,0.588,0.79256,0.672,0.76066
91,0.582,0.79691,0.676,0.76728
92,0.573,0.79738,0.679,0.7674500000000001
93,0.574,0.79926,0.665,0.7712300000000001
94,0.569,0.8,0.668,0.7696
95,0.565,0.8033499999999999,0.724,0.75515
96,0.56,0.80435,0.652,0.77448
97,0.555,0.80645,0.66,0.76741
98,0.549,0.80822,0.651,0.77717
99,0.549,0.80972,0.63,0.77687
100,0.541,0.80899,0.651,0.7723099999999999
